fish,block,lake,date,DOY,year,trap,dip_tot,hemip_tot,cole_tot,trichop,ephem,total,data_flag,date_off,days_to_solstice,max_hourly_temp,peaktemp,dailytemp,DSI,logtot,dailytemp_sq
0,1,H1A,2019-08-21,233,2019,S-shore,4,0,0,1,2,7,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,12.935711538461538,27,2.0794415416798357,167.33263300628698
0,1,H1A,2019-08-21,233,2019,W-littoral,145,0,0,0,0,145,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,12.935711538461538,27,4.983606621708336,167.33263300628698
0,1,H1A,2019-08-21,233,2019,W-shore,40,1,0,0,0,41,y,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,12.935711538461538,27,3.7376696182833684,167.33263300628698
1,1,H1P,2019-08-21,233,2019,E-littoral,77,0,0,0,0,77,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,4.356708826689592,167.33263300628698
1,1,H1P,2019-08-21,233,2019,E-shore,55,0,0,0,0,55,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,4.02535169073515,167.33263300628698
1,1,H1P,2019-08-21,233,2019,N-littoral,241,1,0,0,0,242,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,5.493061443340548,167.33263300628698
1,1,H1P,2019-08-21,233,2019,N-shore,21,0,0,0,0,21,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,3.091042453358316,167.33263300628698
1,1,H1P,2019-08-21,233,2019,S-littoral,13,0,0,0,0,13,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,2.6390573296152584,167.33263300628698
1,1,H1P,2019-08-21,233,2019,S-shore,5,0,0,0,0,5,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,1.791759469228055,167.33263300628698
1,1,H1P,2019-08-21,233,2019,W-littoral,87,1,1,0,0,89,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,4.499809670330265,167.33263300628698
1,1,H1P,2019-08-21,233,2019,W-shore,4,0,0,0,0,4,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,12.935711538461538,24,1.6094379124341003,167.33263300628698
0,1,H1A,2019-08-29,241,2019,E. 10:05 - SH,38,0,0,0,1,39,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,3.6888794541139363,185.03052524005489
0,1,H1A,2019-08-29,241,2019,E. 10:15,691,0,0,0,0,691,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,6.539585955617669,185.03052524005489
0,1,H1A,2019-08-29,241,2019,N. SH 10:30,132,39,1,0,0,172,y,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,5.153291594497779,185.03052524005489
0,1,H1A,2019-08-29,241,2019,S. SH 9:40,13,0,0,0,2,15,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,2.772588722239781,185.03052524005489
0,1,H1A,2019-08-29,241,2019,S.9:40,63,0,0,0,0,63,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,4.1588830833596715,185.03052524005489
0,1,H1A,2019-08-29,241,2019,W - littoral,31,0,0,1,0,32,y,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,3.4965075614664802,185.03052524005489
0,1,H1A,2019-08-29,241,2019,W. SH 10:55,449,1,0,0,0,450,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.602592592592593,35,6.111467339502679,185.03052524005489
1,1,H1P,2019-08-29,241,2019,E-littoral,47,1,0,0,0,48,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,3.8918202981106265,185.03052524005489
1,1,H1P,2019-08-29,241,2019,E-shore,2,1,0,0,0,3,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,1.3862943611198906,185.03052524005489
1,1,H1P,2019-08-29,241,2019,N-littoral,6,0,0,0,0,6,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,1.9459101490553132,185.03052524005489
1,1,H1P,2019-08-29,241,2019,N-shore,15,11,0,0,0,26,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,3.295836866004329,185.03052524005489
1,1,H1P,2019-08-29,241,2019,S-emerg 13:25,9,0,0,0,0,9,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,2.302585092994046,185.03052524005489
1,1,H1P,2019-08-29,241,2019,S-shoreline 13:23,9,0,0,0,0,9,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,2.302585092994046,185.03052524005489
1,1,H1P,2019-08-29,241,2019,W-littoral 12:57,20,0,0,0,0,20,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,3.044522437723423,185.03052524005489
1,1,H1P,2019-08-29,241,2019,W-shore,21,1,0,0,0,22,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.602592592592593,32,3.1354942159291497,185.03052524005489
0,1,H1A,2019-08-30,242,2019,E. 16:00,950,0,0,0,0,950,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,6.85751406254539,192.71660798388203
0,1,H1A,2019-08-30,242,2019,E. SH 16:10,27,0,0,1,0,28,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,3.367295829986474,192.71660798388203
0,1,H1A,2019-08-30,242,2019,N. 16:36,67,1,0,0,0,68,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,4.23410650459726,192.71660798388203
0,1,H1A,2019-08-30,242,2019,N. SH 16:50,341,13,0,0,0,354,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,5.872117789475416,192.71660798388203
0,1,H1A,2019-08-30,242,2019,S shoreline,26,1,0,0,0,27,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,3.332204510175204,192.71660798388203
0,1,H1A,2019-08-30,242,2019,S. 15:10,158,0,0,2,0,160,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,5.081404364984463,192.71660798388203
0,1,H1A,2019-08-30,242,2019,W shore 17:20,1495,1,0,0,0,1496,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,7.311218384419629,192.71660798388203
0,1,H1A,2019-08-30,242,2019,W. 17:30,12,0,0,0,0,12,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,13.882240740740741,36,2.5649493574615367,192.71660798388203
1,1,H1P,2019-08-30,242,2019,E-littoral 18:35,102,1,0,0,0,103,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,4.6443908991413725,192.71660798388203
1,1,H1P,2019-08-30,242,2019,E-shore,21,16,0,1,0,38,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,3.6635616461296463,192.71660798388203
1,1,H1P,2019-08-30,242,2019,N-littoral,27,0,0,0,0,27,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,3.332204510175204,192.71660798388203
1,1,H1P,2019-08-30,242,2019,N-shore,38,39,2,0,0,79,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,4.382026634673881,192.71660798388203
1,1,H1P,2019-08-30,242,2019,S-littoral,34,0,0,0,0,34,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,3.5553480614894135,192.71660798388203
1,1,H1P,2019-08-30,242,2019,S-shore,25,0,0,3,0,28,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,3.367295829986474,192.71660798388203
1,1,H1P,2019-08-30,242,2019,W-littoral 19:13,45,1,0,0,0,46,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,3.8501476017100584,192.71660798388203
1,1,H1P,2019-08-30,242,2019,W-shore 19:19,76,0,0,0,0,76,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,13.882240740740741,33,4.343805421853684,192.71660798388203
0,2,H2A,2019-09-01,244,2019,E-littoral,150,2,0,0,0,152,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,5.030437921392435,186.84662362688616
0,2,H2A,2019-09-01,244,2019,E-shore,61,0,0,0,1,62,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,4.143134726391533,186.84662362688616
0,2,H2A,2019-09-01,244,2019,N-emerg.,141,0,0,0,0,141,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,4.955827057601261,186.84662362688616
0,2,H2A,2019-09-01,244,2019,N-shore,5,0,0,0,0,5,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,1.791759469228055,186.84662362688616
0,2,H2A,2019-09-01,244,2019,S-emerg.,350,0,0,0,0,350,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,5.860786223465865,186.84662362688616
0,2,H2A,2019-09-01,244,2019,S-shore,79,0,0,1,0,80,y,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,4.394449154672439,186.84662362688616
0,2,H2A,2019-09-01,244,2019,W-emerg.,394,0,0,2,0,396,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,5.983936280687191,186.84662362688616
0,2,H2A,2019-09-01,244,2019,W-shore,81,0,0,0,1,82,n,2019-07-25T00:00:00Z,-34,17.094,15.69176923076923,13.669185185185185,38,4.418840607796598,186.84662362688616
1,2,H2P,2019-09-01,244,2019,E-emerg,18,0,0,0,0,18,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,2.9444389791664403,245.14454845301782
1,2,H2P,2019-09-01,244,2019,E-shore,2,0,0,0,0,2,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,1.0986122886681098,245.14454845301782
1,2,H2P,2019-09-01,244,2019,N-littoral,50,0,0,0,0,50,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,3.9318256327243257,245.14454845301782
1,2,H2P,2019-09-01,244,2019,N-shore,3,0,0,0,0,3,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,1.3862943611198906,245.14454845301782
1,2,H2P,2019-09-01,244,2019,S-littoral,16,0,0,0,0,16,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,2.833213344056216,245.14454845301782
1,2,H2P,2019-09-01,244,2019,S-shore,10,0,0,0,0,10,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,2.3978952727983707,245.14454845301782
1,2,H2P,2019-09-01,244,2019,W-emerg.,50,0,0,0,0,50,y,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,3.9318256327243257,245.14454845301782
1,2,H2P,2019-09-01,244,2019,W-shore,11,0,0,0,0,11,n,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,15.657092592592592,47,2.4849066497880004,245.14454845301782
0,1,H1A,2019-09-05,248,2019,N 4m,128,0,0,0,0,128,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,4.859812404361672,141.56846122842975
0,1,H1A,2019-09-05,248,2019,N1,5,0,0,0,0,5,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,1.791759469228055,141.56846122842975
0,1,H1A,2019-09-05,248,2019,N2,8,0,0,0,0,8,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,2.1972245773362196,141.56846122842975
0,1,H1A,2019-09-05,248,2019,N-shore,19,1,0,0,0,20,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,3.044522437723423,141.56846122842975
0,1,H1A,2019-09-05,248,2019,S 1 m,9,0,0,0,0,9,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,2.302585092994046,141.56846122842975
0,1,H1A,2019-09-05,248,2019,S 4m,17,0,0,0,0,17,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,2.8903717578961645,141.56846122842975
0,1,H1A,2019-09-05,248,2019,S2,19,0,0,0,0,19,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,2.995732273553991,141.56846122842975
0,1,H1A,2019-09-05,248,2019,S-shore,17,2,0,0,0,19,n,2019-07-25T00:00:00Z,-34,14.996,14.12001923076923,11.898254545454545,42,2.995732273553991,141.56846122842975
1,1,H1P,2019-09-05,248,2019,N 1m,4,0,0,0,0,4,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,1.6094379124341003,141.56846122842975
1,1,H1P,2019-09-05,248,2019,N 2m,6,0,0,0,0,6,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,1.9459101490553132,141.56846122842975
1,1,H1P,2019-09-05,248,2019,N 4m,6,0,0,0,0,6,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,1.9459101490553132,141.56846122842975
1,1,H1P,2019-09-05,248,2019,N shoreline,5,0,0,0,0,5,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,1.791759469228055,141.56846122842975
1,1,H1P,2019-09-05,248,2019,S 0m shoreline,12,0,0,0,0,12,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,2.5649493574615367,141.56846122842975
1,1,H1P,2019-09-05,248,2019,S 1m,28,0,0,0,0,28,n,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,3.367295829986474,141.56846122842975
1,1,H1P,2019-08-04,216,2019,W - SH,0,3,1,0,0,4,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,9.194734693877551,7,1.6094379124341003,84.5431460907955
1,3,H3P,2019-08-01,213,2019,N - shore,7,0,0,0,0,7,y,2019-07-20T00:00:00Z,-29,18.045,17.264115384615383,13.843468085106382,12,2.0794415416798357,191.64160862335896
1,3,H3P,2019-08-01,213,2019,S - shore,1,0,0,0,0,1,y,2019-07-20T00:00:00Z,-29,18.045,17.264115384615383,13.843468085106382,12,0.6931471805599453,191.64160862335896
1,2,H2P,2019-08-29,241,2019,W - littoral,9,0,0,0,0,9,y,2019-07-16T00:00:00Z,-25,17.997500000000002,16.832,16.104166666666668,44,2.302585092994046,259.34418402777783
1,1,H1P,2019-08-04,216,2019,E - SH,1,0,0,0,0,1,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,9.194734693877551,7,0.6931471805599453,84.5431460907955
1,1,H1P,2019-08-04,216,2019,N - SH,8,0,0,0,0,8,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,9.194734693877551,7,2.1972245773362196,84.5431460907955
1,1,H1P,2019-08-04,216,2019,S - SH,1,0,0,0,0,1,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,9.194734693877551,7,0.6931471805599453,84.5431460907955
1,1,H1P,2019-09-05,248,2019,S 4m,9,0,0,0,0,9,y,2019-07-28T00:00:00Z,-37,14.996,14.12001923076923,11.898254545454545,39,2.302585092994046,141.56846122842975
0,3,H3A,2019-08-01,213,2019,N -shore,126,4,2,4,3,139,y,2019-07-16T00:00:00Z,-25,18.3785,17.717826923076924,15.861191489361703,16,4.941642422609304,251.57739546220012
0,2,H2A,2021-07-21,202,2021,N - silt/cobble,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,1.0986122886681098,257.093164515625
1,2,H2P,2021-06-18,169,2021,N-Cobble,1,1,1,0,0,3,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.534310344827587,21,1.3862943611198906,183.17755651010702
1,1,H1P,2021-07-22,203,2021,N - sand,29,0,0,0,0,29,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,3.4011973816621555,225
0,1,H1A,2021-07-05,186,2021,E - boulder/sand,21,0,0,0,0,21,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,3.091042453358316,167.08949913079667
0,1,H1A,2021-07-05,186,2021,N #1 (matches w CO's),22,6,0,0,0,28,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,3.367295829986474,167.08949913079667
0,1,H1A,2021-07-05,186,2021,N #2 (no substrate),15,3,0,0,0,18,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,2.9444389791664403,167.08949913079667
0,1,H1A,2021-07-05,186,2021,S-boulder,2,0,0,0,0,2,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,1.0986122886681098,167.08949913079667
0,1,H1A,2021-07-05,186,2021,S-S,14,1,0,0,0,15,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,2.772588722239781,167.08949913079667
0,1,H1A,2021-07-05,186,2021,W-boulder,4,0,0,0,0,4,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,12.926310344827586,32,1.6094379124341003,167.08949913079667
0,1,H1A,2021-07-22,203,2021,E - B/C,3,0,0,0,0,3,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,1.3862943611198906,225
0,1,H1A,2021-07-22,203,2021,E - B/T,10,0,0,0,0,10,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,2.3978952727983707,225
0,1,H1A,2021-07-22,203,2021,N - boulder/cobble,51,0,0,0,0,51,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,3.9512437185814275,225
0,1,H1A,2021-07-22,203,2021,N - sand,123,0,0,0,0,123,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,4.820281565605037,225
0,1,H1A,2021-07-22,203,2021,S - boulder,54,0,0,0,0,54,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,4.007333185232471,225
0,1,H1A,2021-07-22,203,2021,S - boulder/sand,22,0,0,0,0,22,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,3.1354942159291497,225
0,1,H1A,2021-07-22,203,2021,W - boulder,167,0,0,2,0,169,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,5.135798437050262,225
0,1,H1A,2021-07-22,203,2021,W - silt,37,0,0,0,0,37,n,2021-06-03T00:00:00Z,18,15.139,14.983258064516129,15,49,3.6375861597263857,225
1,1,H1P,2021-07-05,186,2021,E - B/T,45,0,1,0,0,46,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,3.8501476017100584,167.08949913079667
1,1,H1P,2021-07-05,186,2021,E - cobble/sand,36,0,0,0,0,36,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,3.6109179126442243,167.08949913079667
1,1,H1P,2021-07-05,186,2021,N - CS,12,1,0,0,0,13,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,2.6390573296152584,167.08949913079667
1,1,H1P,2021-07-05,186,2021,N-Sand,25,7,0,0,0,32,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,3.4965075614664802,167.08949913079667
1,1,H1P,2021-07-05,186,2021,S - cobble,2,0,0,0,0,2,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,1.0986122886681098,167.08949913079667
1,1,H1P,2021-07-05,186,2021,S - silt,2,0,0,0,0,2,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,1.0986122886681098,167.08949913079667
1,1,H1P,2021-07-05,186,2021,W - B/T,13,0,0,0,0,13,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,2.6390573296152584,167.08949913079667
1,1,H1P,2021-07-05,186,2021,W - silt,54,0,0,0,0,54,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,12.926310344827586,28,4.007333185232471,167.08949913079667
1,1,H1P,2021-07-22,203,2021,E - cobble,2,0,0,0,0,2,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,1.0986122886681098,225
1,1,H1P,2021-07-22,203,2021,E - sand,4,0,0,0,0,4,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,1.6094379124341003,225
1,1,H1P,2021-07-22,203,2021,N - cobble,3,0,0,0,0,3,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,1.3862943611198906,225
1,1,H1P,2021-07-22,203,2021,S - C/S,3,0,0,0,0,3,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,1.3862943611198906,225
1,1,H1P,2021-07-22,203,2021,S - Cobble/boulder,14,0,0,0,0,14,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,2.70805020110221,225
1,1,H1P,2021-07-22,203,2021,W - boulder,33,0,0,0,0,33,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,3.5263605246161616,225
1,1,H1P,2021-07-22,203,2021,W - cobble/boulder,11,0,0,0,0,11,n,2021-06-07T00:00:00Z,14,15.139,14.983258064516129,15,45,2.4849066497880004,225
0,2,H2A,2021-06-18,169,2021,E-Cobble,5,0,0,0,1,6,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,1.9459101490553132,183.17755651010702
0,2,H2A,2021-06-18,169,2021,N-Sand,3,0,0,0,3,6,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,1.9459101490553132,183.17755651010702
0,2,H2A,2021-06-18,169,2021,S-Sand,8,0,0,0,0,8,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,2.1972245773362196,183.17755651010702
0,2,H2A,2021-06-18,169,2021,W-Cobble,8,0,0,0,5,13,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,2.6390573296152584,183.17755651010702
0,2,H2A,2021-06-18,169,2021,W-sand,2,1,1,0,1,5,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.534310344827587,18,1.791759469228055,183.17755651010702
0,2,H2A,2021-07-04,185,2021,E - cobble/boulder,1,0,0,0,0,1,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,0.6931471805599453,192.05945589060642
0,2,H2A,2021-07-04,185,2021,E-sand/boulder,1,0,0,0,0,1,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,0.6931471805599453,192.05945589060642
0,2,H2A,2021-07-04,185,2021,N - boulder/sand,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,1.0986122886681098,192.05945589060642
0,2,H2A,2021-07-04,185,2021,S - cobble,1,0,0,1,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,1.0986122886681098,192.05945589060642
0,2,H2A,2021-07-04,185,2021,S-boulder,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,1.0986122886681098,192.05945589060642
0,2,H2A,2021-07-04,185,2021,W - sand/boulder,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,1.0986122886681098,192.05945589060642
0,2,H2A,2021-07-04,185,2021,W-sand/cobble,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,13.85855172413793,34,1.0986122886681098,192.05945589060642
0,2,H2A,2021-07-21,202,2021,E - B/T,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,1.0986122886681098,257.093164515625
0,2,H2A,2021-07-21,202,2021,E - cobble/sand,34,0,0,0,0,34,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,3.5553480614894135,257.093164515625
0,2,H2A,2021-07-21,202,2021,N - silt/boulder,2,0,0,0,0,2,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,1.0986122886681098,257.093164515625
0,2,H2A,2021-07-21,202,2021,S - cobble/boulder,2,0,0,1,0,3,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,1.3862943611198906,257.093164515625
0,2,H2A,2021-07-21,202,2021,S - silt/boulder,1,0,0,0,0,1,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,0.6931471805599453,257.093164515625
0,2,H2A,2021-07-21,202,2021,W - silt/boulder,7,0,0,0,0,7,n,2021-05-31T00:00:00Z,21,17.030666666666665,16.791620689655172,16.034125,51,2.0794415416798357,257.093164515625
1,2,H2P,2021-06-18,169,2021,E-boulder,3,0,0,0,0,3,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.534310344827587,21,1.3862943611198906,183.17755651010702
1,2,H2P,2021-06-18,169,2021,N-sand,2,0,0,0,0,2,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.534310344827587,21,1.0986122886681098,183.17755651010702
1,2,H2P,2021-06-18,169,2021,S-boulder/cobble,2,0,0,0,0,2,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.534310344827587,21,1.0986122886681098,183.17755651010702
1,2,H2P,2021-06-18,169,2021,W-boulder,3,0,0,0,0,3,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.534310344827587,21,1.3862943611198906,183.17755651010702
1,2,H2P,2021-06-18,169,2021,W-cobble,1,0,0,0,0,1,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.534310344827587,21,0.6931471805599453,183.17755651010702
1,2,H2P,2021-07-04,185,2021,E - C70 T30,4,0,0,0,0,4,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,1.6094379124341003,183.12062349108203
1,2,H2P,2021-07-04,185,2021,E - T70 C30,8,0,0,0,0,8,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,2.1972245773362196,183.12062349108203
1,2,H2P,2021-07-04,185,2021,N - silt 2,4,0,0,0,0,4,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,1.6094379124341003,183.12062349108203
1,2,H2P,2021-07-04,185,2021,N-Silt 1,7,0,0,0,0,7,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,2.0794415416798357,183.12062349108203
1,2,H2P,2021-07-04,185,2021,S - C50 G50,1,0,0,0,0,1,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,0.6931471805599453,183.12062349108203
1,2,H2P,2021-07-04,185,2021,S-cobble,14,0,0,0,0,14,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,2.70805020110221,183.12062349108203
1,2,H2P,2021-07-04,185,2021,W-sand/cobble,4,0,0,0,0,4,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,13.532206896551724,37,1.6094379124341003,183.12062349108203
1,2,H2P,2021-07-21,202,2021,E - boulder,10,0,0,0,0,10,n,2021-05-28T00:00:00Z,24,17.9025,16.762206896551724,15.65625,54,2.3978952727983707,245.1181640625
